[ 1 5 \delta_{ii} 0 0 0 f i | 1 5 \delta_{ii} 0 0 0 i f ]
-7.4442477144e+00 3.1138225332e-10 -2.9336059056e+00 2.2131949051e-10 -5.5322653635e+00 -9.4281804586e-12 -4.0459064141e+00 -7.7096423690e-10 
1.7578567151e+01 1.5192699529e-10 1.8625169659e+01 -1.2782178094e-11 1.8044354242e+01 2.6483648607e-11 1.7433077784e+01 -2.1912866313e-10 
7.3791683640e+00 4.5322224272e-11 7.9393827695e+00 -1.3619192785e-10 7.3791683640e+00 4.5322282385e-11 7.9393827695e+00 -1.3619198304e-10 
1.7433077784e+01 -2.1912840292e-10 1.7578567151e+01 1.5192731101e-10 1.8625169659e+01 -1.2782407077e-11 1.8044354242e+01 2.6483468196e-11 
[ 1 5 \delta_{ii} 0 0 0 f i | 5 \delta_{ii} 0 0 0 i i | 3 \delta_{ii} 0 0 0 i f ]
-7.3664468066e-02 3.6031243910e-02 -7.9124573194e-02 -4.3252102132e-01 -1.6178554164e-01 -1.9398112327e-01 -2.3023283791e-01 -4.1765286621e-01 
1.9202928057e+00 -1.2300994325e-01 6.3297983150e-01 -1.1894079450e-01 -5.5894969198e-02 -1.9888213396e-01 1.3309662777e+00 -2.6577731495e-01 
6.9833598425e-02 -4.0148286402e-02 -1.0136469623e-01 -4.5856003869e-02 -2.5304693356e-02 -1.0574940082e-01 9.3255870837e-02 -1.2637690962e-01 
1.2142266124e+00 -1.9019389066e-01 1.4079392400e+00 -1.4053569171e-01 2.6036665950e-01 -1.4031081765e-01 1.0486978891e+00 -3.2108564395e-01 
[ 1 5 \delta_{ii} 0 0 0 f i | 3 \delta_{ii} 0 0 0 i i | 5 \delta_{ii} 0 0 0 i f ]
7.3664468099e-02 3.6031243980e-02 7.9124573155e-02 -4.3252102116e-01 1.6178554157e-01 -1.9398112327e-01 2.3023283763e-01 -4.1765286634e-01 
-1.9202928060e+00 -1.2300994335e-01 -6.3297983176e-01 -1.1894079448e-01 5.5894969290e-02 -1.9888213303e-01 -1.3309662773e+00 -2.6577731509e-01 
-6.9833598387e-02 -4.0148286721e-02 1.0136469629e-01 -4.5856003776e-02 2.5304693484e-02 -1.0574940076e-01 -9.3255870966e-02 -1.2637690971e-01 
-1.2142266124e+00 -1.9019389076e-01 -1.4079392397e+00 -1.4053569203e-01 -2.6036665981e-01 -1.4031081772e-01 -1.0486978891e+00 -3.2108564431e-01 
[ 1 5 \delta_{ii} 0 0 0 f i | 6 \delta_{ii} 0 0 -1 i i | 5 \delta_{ii} 0 0 1 i f ]
-2.4564912049e-01 9.9679975102e+00 -1.0111768639e-01 9.0142648350e+00 -1.1944396783e-01 1.0294346140e+01 -9.1814887419e-02 1.2090746244e+01 
-8.5783310791e-02 2.1274112014e+00 -2.2594666423e-02 2.3314991399e+00 6.4008154322e-03 3.4426411638e+00 -1.0653320373e-01 4.0721800735e+00 
-3.4123134338e-02 5.2004515928e-01 -3.5536089057e-03 8.4856229503e-01 -2.9782395971e-02 1.2524608138e+00 -2.8814096526e-02 1.3268449554e+00 
-1.2006787286e-01 2.0454273525e+00 -3.8105430182e-02 2.6388366710e+00 -5.1853447169e-02 3.2938239981e+00 -1.7871041796e-01 3.4915593558e+00 
[ 1 5 \delta_{ii} 0 0 0 f i | 5 \delta_{ii} 0 0 1 i f ]
1.5057143478e-02 -1.0746498572e-01 3.3355701933e-02 5.7937272332e-03 -4.5694477220e-02 -6.1723795245e-02 -9.7404315044e-02 7.2691430919e-02 
